ID	Source	Source_Reference_ID	Entrez_Gene_ID	Symbol
ILMN_1228521	MEEBO	scl0002610.1_62	NA	Tyrp1
ILMN_1244305	MEEBO	scl0002610.1_62	NA	Tyrp1
ILMN_2425003	MEEBO	scl0002610.1_62	NA	Tyrp1
ILMN_2624363	MEEBO	scl23057.6_324	NA	Fga
ILMN_1232567	MEEBO	scl23057.6_324	NA	Fga
ILMN_2606433	RefSeq	NM_175522.2	243312	A930017N06Rik
ILMN_2647782	RefSeq	NM_032005.2	83993	Tbx19
ILMN_2782652	RefSeq	NM_172902.2	244071	EG244071
ILMN_2651642	RefSeq	NM_013608.2	17938	Naca
ILMN_2955104	RefSeq	NM_013608.2	17938	Naca
ILMN_2651643	RefSeq	NM_013608.2	17938	Naca
ILMN_1228501	MEEBO	scl0057259.2_60	NA	Tob2
ILMN_2739760	RefSeq	NM_054077.2	116847	Prelp
ILMN_2611295	RefSeq	NM_025869.1	66959	2310043K02Rik
ILMN_2931918	RefSeq	NM_030069.1	78252	4432416J03Rik
ILMN_2948649	RefSeq	NM_198298.1	78455	Helz
ILMN_2792351	RefSeq	NM_024442.1	70101	Cyp4f16
ILMN_2719687	RefSeq	NM_024442.1	70101	Cyp4f16
ILMN_2729452	RefSeq	NM_024442.1	70101	Cyp4f16
ILMN_2695874	RefSeq	NM_146957.1	258959	Olfr170
ILMN_3157530	RefSeq	NM_001042419.1	71132	Cabyr
ILMN_2730325	MEEBO	scl066683.1_11	NA	3526402H21Rik
ILMN_2598300	RefSeq	NM_175020.1	232717	1700020H15
ILMN_1247592	MEEBO	scl37317.9.1_34	NA	Casp1
ILMN_2766315	RefSeq	NM_021502.1	59005	1810017G16Rik
ILMN_2688607	MEEBO	scl27262.6_658	NA	9130017A15Rik
ILMN_1224898	MEEBO	scl16497.3.1_168	NA	Glrp1
ILMN_2680903	MEEBO	scl24771.1.2036_227	NA	C79267
ILMN_2942551	RefSeq	NM_172966.1	269016	Sh3rf2
ILMN_2942554	RefSeq	NM_172966.1	269016	Sh3rf2
ILMN_2699933	RefSeq	NM_024236.1	110391	Qdpr
ILMN_1233739	MEEBO	scl0099438.1_330	NA	Zfp217
ILMN_2614086	MEEBO	scl19260.11_492	NA	Acvr1c
ILMN_2659694	MEEBO	scl54942.16.1124_1	NA	1100001E04Rik
ILMN_2727872	RefSeq	NM_145855.1	252974	C330046G03Rik
ILMN_2662648	RefSeq	NM_178046.2	225115	Svil
ILMN_2662644	RefSeq	NM_178046.2	225115	Svil
ILMN_2683811	MEEBO	scl24826.5.1_34	NA	Gale
ILMN_1237990	MEEBO	scl24826.5.1_34	NA	Gale
ILMN_2891104	RefSeq	NM_029857.2	77056	Tmco4
ILMN_1218034	RefSeq	NM_029857.2	77056	Tmco4
ILMN_2906489	RefSeq	NM_026779.1	68591	Mocos
ILMN_2637266	RefSeq	NM_007610.1	12366	Casp2
ILMN_1221956	MEEBO	scl0012762.1_51	NA	Cma2
ILMN_2962031	RefSeq	NM_053103.3	93685	Entpd7
ILMN_1213535	RefSeq	NM_008710.2	18115	Nnt
ILMN_2743338	RefSeq	NM_008710.2	18115	Nnt
ILMN_2671012	RefSeq	NM_008710.2	18115	Nnt
ILMN_2714548	RefSeq	NM_144915.2	231871	E330036I19Rik
ILMN_2976448	RefSeq	NM_144915.2	231871	E330036I19Rik
ILMN_2617646	MEEBO	scl4910.1.1_226	NA	Olfr1145
ILMN_1242135	MEEBO	scl0003509.1_0	NA	Fxyd2
ILMN_2763675	RefSeq	NM_207568.1	404331	Olfr1252
ILMN_1253337	RefSeq	XM_356735.1	NA	LOC382891
ILMN_1221616	RefSeq	NM_025649.1	66591	Mad2l1bp
ILMN_2815222	RefSeq	NM_025649.1	66591	Mad2l1bp
ILMN_2669087	RefSeq	NM_025649.1	66591	Mad2l1bp
ILMN_1239077	MEEBO	scl16114.13_1	NA	Qscn6
ILMN_2674731	MEEBO	scl24737.11_591	NA	Casp9
ILMN_1217061	MEEBO	scl24737.11_591	NA	Casp9
ILMN_2758139	MEEBO	scl24737.11_591	NA	Casp9
ILMN_2680852	MEEBO	scl34314.28_61	NA	5430401O09Rik
ILMN_2813712	RefSeq	NM_026203.1	52906	Ahi1
ILMN_1229643	RefSeq	NM_054041.1	69538	Antxr1
ILMN_1226183	RefSeq	NM_054041.1	69538	Antxr1
ILMN_2655240	RefSeq	NM_146747.1	258742	Olfr146
ILMN_1245918	RefSeq	NM_025609.2	66513	Map3k7ip1
ILMN_2906042	RefSeq	NM_025609.2	66513	Map3k7ip1
ILMN_2731482	RefSeq	NM_025609.2	66513	Map3k7ip1
ILMN_1233783	RefSeq	NM_025609.2	66513	Map3k7ip1
ILMN_1257115	MEEBO	scl0075760.1_152	NA	Moap1
ILMN_1256142	MEEBO	scl017118.3_6	NA	Marcks
ILMN_3104414	RefSeq	NM_026695.2	110826	Etfb
ILMN_2627895	RefSeq	NM_026695.2	110826	Etfb
ILMN_3119043	RefSeq	NM_001080552.1	14840	Gsg1
ILMN_1248699	RefSeq	NM_146752.1	258747	Olfr1106
ILMN_1259598	RefSeq	NM_177676.2	231045	4931409K22Rik
ILMN_2873469	RefSeq	NM_133972.2	76813	Armc6
ILMN_1245571	RefSeq	NM_130453.2	170458	Gpha2
ILMN_2861276	RefSeq	NM_019398.1	54159	Ear5
ILMN_2879196	RefSeq	NM_177572.3	194237	BC057371
ILMN_2879195	RefSeq	NM_177572.3	194237	BC057371
ILMN_2676745	RefSeq	NM_177572.3	194237	BC057371
ILMN_3033533	RefSeq	NM_001024458.1	11518	Add1
ILMN_3107228	RefSeq	NM_001024458.1	11518	Add1
ILMN_2723939	RefSeq	NM_181584.2	210710	Gab3
ILMN_1226514	RefSeq	NM_181584.2	210710	Gab3
ILMN_1236030	RefSeq	NM_010157.3	13983	Esr2
ILMN_2933887	RefSeq	NM_028773.2	74131	1200013B08Rik
ILMN_1254128	MEEBO	scl50605.12.1_93	NA	Fsd1
ILMN_1236522	MEEBO	scl48855.3.1_17	NA	Cbr1
ILMN_1214054	MEEBO	scl34254.8_613	NA	Zdhhc7
ILMN_2706755	RefSeq	NM_008242.1	15229	Foxd1
ILMN_2818484	RefSeq	NM_001007552.1	493583	Itlnb
ILMN_2650700	MEEBO	scl0319389.1_128	NA	Mut
ILMN_1260378	RefSeq	NM_007791.2	13007	Csrp1
ILMN_2509737	MEEBO	scl0003558.1_1	NA	Trex1
ILMN_3131766	MEEBO	scl0003558.1_1	NA	Trex1
ILMN_1222250	RefSeq	NM_019647.3	19933	Rpl21
ILMN_2688863	RefSeq	NM_019647.3	19933	Rpl21
ILMN_2918499	RefSeq	NM_011075.1	18669	Abcb1b
ILMN_1214843	MEEBO	scl000318.1_71	NA	1600013P15Rik
ILMN_2686187	MEEBO	scl000318.1_71	NA	1600013P15Rik
ILMN_2466034	RefSeq	NM_145405.1	27643	Ubl4
ILMN_2625991	RefSeq	NM_025337.2	110198	Akr7a5
ILMN_1256518	RefSeq	NM_025337.2	110198	Akr7a5
ILMN_2908045	RefSeq	NM_025337.2	110198	Akr7a5
ILMN_1237475	MEEBO	scl0001120.1_0	NA	Hoxa3
ILMN_1234863	MEEBO	scl0001120.1_0	NA	Hoxa3
ILMN_2750021	MEEBO	scl39613.1.1_137	NA	Gjc1
ILMN_2643588	MEEBO	scl18573.21.1_26	NA	2810039F03Rik
ILMN_3162618	MEEBO	scl0001638.1_128	NA	Luc7l
ILMN_2686393	MEEBO	scl014673.1_90	NA	Gna12
ILMN_1248400	RefSeq	NM_144885.1	227707	BC005624
ILMN_2724226	MEEBO	scl0097820.1_166	NA	4833439L19Rik
ILMN_2664670	MEEBO	scl0097820.1_166	NA	4833439L19Rik
ILMN_2771944	MEEBO	scl026441.8_13	NA	Psma4
ILMN_3162771	RefSeq	NM_029248.1	75316	Josd3
ILMN_3043036	RefSeq	NM_009892.1	12655	Chi3l3
ILMN_3117876	RefSeq	NM_009892.1	12655	Chi3l3
ILMN_2642743	RefSeq	NM_010203.2	14176	Fgf5
ILMN_3016674	RefSeq	NM_001013392.3	68750	Rreb1
ILMN_1215755	RefSeq	NM_153419.1	101612	Grwd1
ILMN_2815889	RefSeq	NM_153419.1	101612	Grwd1
ILMN_1231379	RefSeq	NM_018857.1	56047	Msln
ILMN_1222474	RefSeq	NM_011399.1	20524	Slc25a17
ILMN_2768787	RefSeq	NM_145398.2	213819	Cast1
ILMN_3144535	RefSeq	NM_001038616.1	70887	Dmrtc1a
ILMN_2705131	RefSeq	NM_139063.1	17828	Muted
ILMN_2705128	RefSeq	NM_139063.1	17828	Muted
ILMN_1215090	RefSeq	NM_139063.1	17828	Muted
ILMN_2994380	RefSeq	NM_010874.2	17961	Nat2
ILMN_2625318	MEEBO	scl0003683.1_86	NA	Fgfr4
ILMN_1221859	RefSeq	NM_026365.1	67767	5830427H10Rik
ILMN_2599327	MEEBO	scl081904.2_65	NA	Cacng7
ILMN_2604965	RefSeq	NM_178925.2	106338	Nsun3
ILMN_2969172	RefSeq	NM_173734.2	211499	Tmem87a
ILMN_2666418	RefSeq	NM_178189.2	319164	Hist1h2ac
ILMN_2853619	RefSeq	NM_025341.3	66082	Abhd6
ILMN_2897110	RefSeq	NM_028651.1	70551	Tmtc4
ILMN_2750011	RefSeq	NM_134189.2	171212	Galnt10
ILMN_2878781	RefSeq	NM_134189.2	171212	Galnt10
ILMN_2627238	RefSeq	NM_134189.2	171212	Galnt10
ILMN_3100276	RefSeq	NM_027406.1	107747	Fthfd
ILMN_2706906	RefSeq	NM_027406.1	107747	Fthfd
ILMN_2703392	RefSeq	NM_027406.1	107747	Fthfd
ILMN_3027287	RefSeq	NM_027406.1	107747	Fthfd
ILMN_3162138	RefSeq	NM_001025365.1	28010	D4Wsu114e
ILMN_2722319	MEEBO	scl28954.1.1_54	NA	C030038J10Rik
ILMN_2897198	RefSeq	NM_001039889.1	622474	Smok3b
ILMN_3163029	RefSeq	NM_001001327.1	69568	Vkorc1l1
ILMN_2691664	MEEBO	scl38487.21.1_29	NA	BC004690
ILMN_2712120	MEEBO	scl22942.3.1_64	NA	S100a6
ILMN_1235481	RefSeq	NM_021880.1	19084	Prkar1a
ILMN_1214118	RefSeq	NM_031257.2	83436	Plekha2
ILMN_3021483	RefSeq	NM_197889.1	319146	Ifnz
ILMN_3093840	RefSeq	NM_197889.1	319146	Ifnz
ILMN_2827515	RefSeq	NM_001013830.1	436332	EG436332
ILMN_2710905	MEEBO	scl22940.2.1_25	NA	S100a8
ILMN_2682333	RefSeq	NM_183307.1	330188	4921511C16
ILMN_2919259	RefSeq	NM_009128.1	20250	Scd2
ILMN_2987027	RefSeq	NM_138752.1	101497	Plekhg2
ILMN_1246655	RefSeq	NM_138752.1	101497	Plekhg2
ILMN_2738054	RefSeq	NM_138752.1	101497	Plekhg2
ILMN_2957782	RefSeq	NM_175549.4	268902	Robo2
ILMN_2487517	MEEBO	scl20716.18_43	NA	Ssfa2
ILMN_2639291	MEEBO	scl46010.5_526	NA	Cln5
ILMN_2811282	RefSeq	NM_029148.1	52837	Txndc13
ILMN_1253045	RefSeq	XM_131263.2	NA	AI747448
ILMN_1249015	MEEBO	scl41602.1.1_187	NA	Olfr54
ILMN_2692989	MEEBO	scl0075423.2_59	NA	2810410P22Rik
ILMN_1221102	MEEBO	scl0075423.2_59	NA	2810410P22Rik
ILMN_2692986	MEEBO	scl0075423.2_59	NA	2810410P22Rik
ILMN_2656645	MEEBO	scl26568.9_443	NA	AA536743
ILMN_2682702	RefSeq	NM_177623.2	218444	C920025J10
ILMN_1223695	RefSeq	XM_131394.3	NA	5830415F09Rik
ILMN_2707043	RefSeq	NM_007898.2	13595	Ebp
ILMN_1236911	RefSeq	NM_008385.3	16330	Inpp5b
ILMN_2921901	RefSeq	NM_008424.2	16509	Kcne1
ILMN_2607246	RefSeq	NM_008424.2	16509	Kcne1
ILMN_2757772	RefSeq	NM_008424.2	16509	Kcne1
ILMN_2759207	RefSeq	NM_008424.2	16509	Kcne1
ILMN_2747519	RefSeq	NM_146689.1	258684	Olfr1459
ILMN_2947369	RefSeq	NM_021529.3	59032	Ppp2r3c
ILMN_2659160	MEEBO	scl39517.28_30	NA	Hdac5
ILMN_1213290	MEEBO	scl39517.28_30	NA	Hdac5
ILMN_2652042	MEEBO	scl28558.13_421	NA	Rad18
ILMN_1243077	MEEBO	scl53091.6_76	NA	Peo1
ILMN_2691606	MEEBO	scl46240.7.1_3	NA	Il17d
ILMN_2850527	RefSeq	NM_153552.2	225160	Thoc1
ILMN_1220315	RefSeq	XM_141965.5	NA	LOC245522
ILMN_2978838	RefSeq	NM_145569.2	232087	Mat2a
ILMN_2970879	RefSeq	NM_016723.1	50933	Uchl3
ILMN_2701948	MEEBO	scl44605.22_625	NA	2810465F10Rik
ILMN_1225229	RefSeq	NM_153142.2	103710	Slc35e4
ILMN_1232428	RefSeq	NM_019428.2	54364	Rpp30
ILMN_3007195	RefSeq	NM_019428.2	54364	Rpp30
ILMN_2663130	MEEBO	scl0066545.1_28	NA	P2ry6
ILMN_2680872	MEEBO	scl017826.2_113	NA	Mtvr2
ILMN_2932824	RefSeq	NM_008136.2	14670	Gna-rs1
ILMN_2746036	MEEBO	scl47487.1.1186_63	NA	Acvr1b
ILMN_1221409	RefSeq	NM_147032.1	259034	Olfr705
ILMN_2614080	MEEBO	scl093836.5_43	NA	Rnf111
ILMN_1252738	MEEBO	scl093836.5_43	NA	Rnf111
ILMN_2700945	MEEBO	scl093836.5_43	NA	Rnf111
ILMN_1235741	RefSeq	NM_007418.2	11553	Adra2c
ILMN_3073643	RefSeq	NM_007418.2	11553	Adra2c
ILMN_3152476	RefSeq	NM_007418.2	11553	Adra2c
ILMN_2774049	MEEBO	scl36550.12_47	NA	Amotl2
ILMN_2697990	MEEBO	scl0027418.2_245	NA	Mkln1
ILMN_1245998	MEEBO	scl0027418.2_245	NA	Mkln1
ILMN_2678127	MEEBO	scl42588.12.910_0	NA	Rnf144
ILMN_1229741	MEEBO	scl0215449.1_111	NA	Rap1b
ILMN_2724066	MEEBO	scl27940.8_13	NA	Ppp1cb
ILMN_2647628	MEEBO	scl27940.8_13	NA	Ppp1cb
ILMN_2647627	MEEBO	scl27940.8_13	NA	Ppp1cb
ILMN_2799748	RefSeq	NM_031252.1	83430	Il23a
ILMN_2671320	RefSeq	NM_031252.1	83430	Il23a
ILMN_2781118	RefSeq	NM_197998.1	72355	2210021J22Rik
ILMN_1234983	RefSeq	NM_147038.1	259040	Olfr1416
ILMN_1228470	MEEBO	scl47761.2_511	NA	Pdxp
ILMN_2727272	RefSeq	NM_007495.2	11899	Astn1
ILMN_2697205	RefSeq	NM_007495.2	11899	Astn1
ILMN_2907964	RefSeq	NM_001029985.1	333088	Crim2
ILMN_2469294	MEEBO	scl44795.7_219	NA	Bicd2
ILMN_1255453	RefSeq	NM_020619.2	57377	Gcs1
ILMN_3034691	RefSeq	NM_144509.1	65105	Arl6ip4
ILMN_2760116	RefSeq	NM_144509.1	65105	Arl6ip4
ILMN_3108440	RefSeq	NM_144509.1	65105	Arl6ip4
ILMN_2740176	RefSeq	NM_144509.1	65105	Arl6ip4
ILMN_2685023	RefSeq	NM_027521.2	70719	6330406L22Rik
ILMN_1247989	RefSeq	NM_053266.1	114674	Gtf2ird2
ILMN_1242837	RefSeq	NM_053266.1	114674	Gtf2ird2
ILMN_2808186	RefSeq	NM_053266.1	114674	Gtf2ird2
ILMN_2594049	RefSeq	NM_025294.3	24083	Gtlf3b
ILMN_2754092	MEEBO	scl0319178.1_14	NA	Hist1h2bb
ILMN_2612616	MEEBO	scl54877.7_76	NA	BC023829
ILMN_2957721	RefSeq	NM_021340.2	57811	Rgr
ILMN_2590082	RefSeq	NM_021340.2	57811	Rgr
ILMN_2590090	RefSeq	NM_021340.2	57811	Rgr
ILMN_1217813	RefSeq	NM_007410.2	11532	Adh5
ILMN_1242178	RefSeq	NM_007410.2	11532	Adh5
ILMN_2852979	RefSeq	NM_007410.2	11532	Adh5
ILMN_2633215	MEEBO	scl19979.21.1_7	NA	Lpin3
ILMN_2767187	MEEBO	scl29852.1_47	NA	Mrpl53
ILMN_2612423	MEEBO	scl015384.1_1	NA	Hnrpab
ILMN_3006459	RefSeq	NM_011456.2	20710	Serpinb9e
ILMN_2717228	MEEBO	scl25825.20.1_50	NA	D930005D10Rik
ILMN_2430804	RefSeq	NM_173034.1	272347	Zfp398
ILMN_2604319	RefSeq	NM_028836.1	74245	Ctbs
ILMN_1220596	RefSeq	NM_010505.1	15968	Ifna5
ILMN_3125814	RefSeq	NM_001033597.1	216739	Acsl6
ILMN_2986586	RefSeq	NM_001013799.1	433294	A530098C11Rik
ILMN_2770471	MEEBO	scl24865.12_18	NA	Slc9a1
ILMN_1242002	MEEBO	scl33029.4.1_48	NA	Ceacam11
ILMN_3129160	RefSeq	NM_010137.2	13819	Epas1
ILMN_2671698	RefSeq	NM_010137.2	13819	Epas1
ILMN_3052632	RefSeq	NM_010137.2	13819	Epas1
ILMN_1227593	RefSeq	NM_008043.2	14296	Frat1
ILMN_1251022	RefSeq	NM_008043.2	14296	Frat1
ILMN_1227146	MEEBO	scl27563.74.239_16	NA	Fras1
ILMN_2774370	MEEBO	scl27563.74.239_16	NA	Fras1
ILMN_2734142	RefSeq	NM_009228.1	20648	Snta1
ILMN_1238850	RefSeq	NM_177848.2	329514	9430083I22
ILMN_2827311	RefSeq	NM_025652.1	66596	Gtf3a
ILMN_2670727	RefSeq	NM_025652.1	66596	Gtf3a
ILMN_1252682	MEEBO	scl38272.5_429	NA	A030010B05Rik
ILMN_2945491	RefSeq	NM_080728.2	140781	Myh7
ILMN_3162163	RefSeq	NM_145976.2	212937	BC027057
ILMN_2647273	RefSeq	NM_148928.1	70239	Gtf3c5
ILMN_2786070	RefSeq	NM_148928.1	70239	Gtf3c5
ILMN_1222243	RefSeq	NM_148928.1	70239	Gtf3c5
ILMN_1222683	RefSeq	NM_146683.1	258678	Olfr1441
ILMN_2610105	RefSeq	NM_009226.2	20641	Snrpd1
ILMN_1225361	RefSeq	NM_009226.2	20641	Snrpd1
ILMN_2681221	RefSeq	NM_146047.1	218335	C130052I12Rik
ILMN_1232618	MEEBO	scl4940.1.1_266	NA	Olfr1018
ILMN_2506628	RefSeq	NM_030742.1	81017	V1rd1
ILMN_1229609	MEEBO	scl52078.6_80	NA	Zmat2
ILMN_3075513	RefSeq	NM_001037493.1	71699	Slc41a3
ILMN_3154553	RefSeq	NM_001037493.1	71699	Slc41a3
ILMN_2652384	MEEBO	scl54754.6.1_12	NA	Igbp1
ILMN_1213337	RefSeq	NM_028325.1	72693	Zcchc12
ILMN_2691780	RefSeq	NM_010859.1	17897	Myl3
ILMN_3137291	RefSeq	NM_001039537.1	16878	Lif
ILMN_3137287	RefSeq	NM_001039537.1	16878	Lif
ILMN_1227939	RefSeq	NM_011215.1	19276	Ptprn2
ILMN_1225196	MEEBO	scl15790.11_410	NA	Tgfb2
ILMN_2669441	RefSeq	NM_011431.2	20624	Eftud2
ILMN_2930364	RefSeq	NM_011431.2	20624	Eftud2
ILMN_2604097	RefSeq	NM_011431.2	20624	Eftud2
ILMN_3160339	RefSeq	NM_001013823.1	435285	LOC435285
ILMN_2527733	RefSeq	XM_130476.4	NA	LOC228730
ILMN_2658266	RefSeq	NM_175191.2	73010	Gpr22
ILMN_2678513	RefSeq	NM_028228.1	72400	Pinx1
ILMN_2591659	MEEBO	scl36180.1.1_19	NA	Olfr843
ILMN_1241962	MEEBO	scl47494.1.1_88	NA	Cox5b
ILMN_2856570	RefSeq	NM_028487.2	73274	Gpbp1
ILMN_2856568	RefSeq	NM_028487.2	73274	Gpbp1
ILMN_1255579	RefSeq	NM_146908.1	258910	Olfr1280
ILMN_1226232	RefSeq	NM_016673.1	12804	Cntfr
ILMN_2666679	RefSeq	NM_146498.1	258491	Olfr490
ILMN_2600218	MEEBO	scl0068250.1_125	NA	5730536A07Rik
ILMN_2695450	MEEBO	scl0068250.1_125	NA	5730536A07Rik
ILMN_1241465	MEEBO	scl0023934.1_223	NA	Ly6h
ILMN_1253982	MEEBO	scl0023934.1_223	NA	Ly6h
ILMN_2748897	MEEBO	scl0023934.1_223	NA	Ly6h
ILMN_1218703	MEEBO	scl18657.41_158	NA	4930402H24Rik
ILMN_1247915	RefSeq	NM_197987.1	68729	Trim37
ILMN_3008586	RefSeq	NM_172439.1	170835	Pib5pa
ILMN_2747284	RefSeq	NM_026512.1	68021	Bphl
ILMN_1260179	MEEBO	scl44916.15_83	NA	Prpf4b
ILMN_2719633	MEEBO	scl44916.15_83	NA	Prpf4b
ILMN_2649771	MEEBO	scl37392.3.1_14	NA	D10Wsu93e
ILMN_1224868	MEEBO	scl29519.10.9_31	NA	Bcap37
ILMN_1244074	RefSeq	NM_009682.2	11778	Ap3s2
ILMN_2922544	RefSeq	NM_009682.2	11778	Ap3s2
ILMN_3116504	RefSeq	NM_009649.2	11641	Akap2
ILMN_1232566	MEEBO	scl43635.12_640	NA	AW544865
ILMN_3145527	RefSeq	NM_001042620.1	13204	Dhx15
ILMN_2489047	MEEBO	scl25182.10.1_268	NA	Usp24
ILMN_2869728	RefSeq	NM_008299.1	15504	Dnajb3
ILMN_2668815	MEEBO	scl39102.13_131	NA	Bclaf1
ILMN_2703720	MEEBO	scl39102.13_131	NA	Bclaf1
ILMN_2759289	MEEBO	scl53074.18_38	NA	Stk2
ILMN_2616980	MEEBO	scl53074.18_38	NA	Stk2
ILMN_2686047	MEEBO	scl077113.1_28	NA	Klhl2
ILMN_2674844	MEEBO	scl32214.1.1_17	NA	Olfr507
ILMN_2696492	RefSeq	NM_172603.1	219131	Phf11
ILMN_1225451	RefSeq	NM_172603.1	219131	Phf11
ILMN_2696491	RefSeq	NM_172603.1	219131	Phf11
ILMN_2615431	RefSeq	NM_025817.3	66873	1200009O22Rik
ILMN_2693535	RefSeq	NM_134010.1	103468	Nup107
ILMN_2641278	MEEBO	scl23528.23_0	NA	Mfn2
ILMN_1259831	MEEBO	scl23528.23_0	NA	Mfn2
ILMN_2894678	RefSeq	NM_010395.5	15024	H2-T10
ILMN_1219154	MEEBO	scl33493.3.1_90	NA	Mt2
ILMN_2804283	RefSeq	NM_001037917.1	622976	EG622976
ILMN_3133095	RefSeq	NM_028060.2	72022	Slc35f2
ILMN_2839310	RefSeq	NM_026992.1	99349	Dph4
ILMN_2839303	RefSeq	NM_026992.1	99349	Dph4
ILMN_1216802	RefSeq	NM_007522.1	12015	Bad
ILMN_2677792	RefSeq	NM_010003.1	13098	Cyp2c39
ILMN_2685712	RefSeq	NM_008337.1	15978	Ifng
ILMN_2791459	RefSeq	NM_008337.1	15978	Ifng
ILMN_2803627	RefSeq	NM_025460.1	66271	Tmem126a
ILMN_1250734	RefSeq	NM_029590.1	76386	1700010D01Rik
ILMN_2591217	RefSeq	NM_025936.1	104458	Rars
ILMN_2907642	RefSeq	NM_025936.1	104458	Rars
ILMN_2636349	MEEBO	scl21188.2_9	NA	1110061N23Rik
ILMN_1236958	RefSeq	NM_020590.3	57436	Gabarapl1
ILMN_1228572	MEEBO	scl078308.1_13	NA	Gpr108
ILMN_2746811	MEEBO	scl078308.1_13	NA	Gpr108
ILMN_2618882	MEEBO	scl078308.1_13	NA	Gpr108
ILMN_1254911	RefSeq	NM_028218.1	72381	2210409E12Rik
ILMN_1223734	MEEBO	scl0002504.1_31	NA	Atf4
ILMN_2754158	RefSeq	NM_011579.2	21822	Tgtp
ILMN_2704678	RefSeq	NM_181345.1	328440	Npm2
ILMN_2879921	RefSeq	NM_177201.2	320595	Phf8
ILMN_2708698	RefSeq	NM_028746.2	74087	Slc7a13
ILMN_2954522	RefSeq	NM_001034904.1	545929	EG545929
ILMN_1245292	MEEBO	scl056275.3_18	NA	Rbm14
ILMN_2612477	MEEBO	scl056275.3_18	NA	Rbm14
ILMN_1231000	RefSeq	NM_177713.2	238875	9830130M13
ILMN_2675725	RefSeq	NM_146826.1	258823	Olfr969
ILMN_2959937	RefSeq	NM_001034899.1	545391	EG545391
ILMN_2729588	RefSeq	NM_183367.1	83672	Sytl3
ILMN_3133748	RefSeq	NM_153073.1	210710	Gab3
ILMN_2647282	MEEBO	scl019244.5_2	NA	Ptp4a2
ILMN_1243291	MEEBO	scl019244.5_2	NA	Ptp4a2
ILMN_2611331	MEEBO	scl019244.5_2	NA	Ptp4a2
ILMN_2725835	MEEBO	scl019244.5_2	NA	Ptp4a2
ILMN_2740020	MEEBO	scl017762.10_59	NA	Mapt
ILMN_1257750	MEEBO	scl017762.10_59	NA	Mapt
ILMN_2438839	MEEBO	scl0224065.4_10	NA	Urp
ILMN_1253966	MEEBO	scl16323.27.1_101	NA	Pfkfb2
ILMN_2687339	MEEBO	scl16323.27.1_101	NA	Pfkfb2
ILMN_2683036	MEEBO	scl38261.1.1_12	NA	Olfr790
ILMN_2959976	RefSeq	NM_011622.2	21968	Tom1
ILMN_2846812	RefSeq	NM_013673.2	20684	Sp100
ILMN_2941599	RefSeq	NM_207536.1	404237	Mrgpra8
ILMN_3139994	RefSeq	NM_001033379.1	319618	Dcp1b
ILMN_3062378	RefSeq	NM_001033379.1	319618	Dcp1b
ILMN_1239372	RefSeq	NM_022017.1	63873	Trpv4
ILMN_1231520	RefSeq	NM_022017.1	63873	Trpv4
ILMN_2466284	RefSeq	NM_022017.1	63873	Trpv4
ILMN_2756639	RefSeq	NM_008352.1	16160	Il12b
ILMN_1234533	MEEBO	scl40220.10.1_70	NA	Slc22a9
ILMN_2824002	RefSeq	NM_177603.1	212398	Frat2
ILMN_2688651	MEEBO	scl18175.16.1_293	NA	Adhfe1
ILMN_2675064	MEEBO	scl18175.16.1_293	NA	Adhfe1
ILMN_3097791	RefSeq	NM_028526.1	73523	1700081D17Rik
ILMN_1214793	MEEBO	scl47782.2_279	NA	Commd5
ILMN_3049726	RefSeq	NM_001013749.1	210573	Gm323
ILMN_3125699	RefSeq	NM_001013749.1	210573	Gm323
ILMN_2688944	RefSeq	NM_019752.2	64704	Prss25
ILMN_1219667	MEEBO	scl018637.3_29	NA	Pfdn2
ILMN_2644569	MEEBO	scl12331.1.1_225	NA	Hist1h1t
ILMN_2668927	MEEBO	scl48566.2.188_10	NA	Apod
ILMN_2618423	RefSeq	NM_173002.1	80292	BC003332
ILMN_2667033	RefSeq	NM_173002.1	80292	BC003332
ILMN_2965563	RefSeq	NM_146568.1	258561	Olfr1012
ILMN_2860135	RefSeq	NM_027545.1	244672	Cwf19l2
ILMN_2658633	RefSeq	NM_008334.2	15970	Ifna7
ILMN_2698699	MEEBO	scl066590.10_12	NA	Farsla
ILMN_1225859	MEEBO	scl46260.8_52	NA	9130227C08Rik
ILMN_2766809	MEEBO	scl24852.14.1_95	NA	D4Bwg1540e
ILMN_2660409	MEEBO	scl24852.14.1_95	NA	D4Bwg1540e
ILMN_2590848	RefSeq	NM_019675.2	56471	Stmn4
ILMN_2590845	RefSeq	NM_019675.2	56471	Stmn4
ILMN_1216089	RefSeq	NM_021330.2	11431	Acp1
ILMN_1234427	MEEBO	scl40730.4_466	NA	Armc7
ILMN_3009839	RefSeq	NM_172562.1	217031	Tada2l
ILMN_2774803	RefSeq	NM_172562.1	217031	Tada2l
ILMN_1234236	RefSeq	NM_030081.2	78287	Zfyve20
ILMN_2612268	RefSeq	NM_009043.1	19693	Reg2
ILMN_2690147	RefSeq	NM_028799.1	74176	Tgm5
ILMN_2690144	RefSeq	NM_028799.1	74176	Tgm5
ILMN_2740782	RefSeq	NM_028799.1	74176	Tgm5
ILMN_2728456	MEEBO	scl16742.1.8_130	NA	4933413G11Rik
ILMN_2776603	MEEBO	scl39819.5_328	NA	Ccl9
ILMN_2737954	MEEBO	scl55032.7_30	NA	Maoa
