ID	Source	Source_Reference_ID	Entrez_Gene_ID	Symbol
ILMN_2858399	RefSeq	NM_173397.2	228859	D930001I22Rik
ILMN_1224619	MEEBO	scl47120.10_266	NA	Siat4a
ILMN_2749178	MEEBO	scl47120.10_266	NA	Siat4a
ILMN_2727251	MEEBO	scl52087.13.4_6	NA	Slc4a9
ILMN_2668001	RefSeq	NM_026396.2	67832	Bxdc2
ILMN_2853744	RefSeq	NM_026396.2	67832	Bxdc2
ILMN_1226186	MEEBO	scl0011797.1_10	NA	Birc2
ILMN_2741621	MEEBO	scl0011797.1_10	NA	Birc2
ILMN_1215606	MEEBO	scl0001683.1_11	NA	Skiv2l
ILMN_3162403	MEEBO	scl21378.8_472	NA	St6galnac3
ILMN_2598805	RefSeq	NM_139228.2	246104	Rhbdl4
ILMN_2978009	RefSeq	NM_001024917.1	333789	B3bp
ILMN_2715903	RefSeq	NM_008965.1	19219	Ptger4
ILMN_1248891	RefSeq	NM_173863.1	70461	BC011210
ILMN_2595232	RefSeq	NM_177604.2	212439	AA986860
ILMN_2698334	RefSeq	NM_178098.2	214639	4930486L24Rik
ILMN_2749169	MEEBO	scl22943.2.1_50	NA	S100a5
ILMN_1234590	RefSeq	NM_009098.2	20116	Rps8
ILMN_2839762	RefSeq	NM_201366.1	381371	Gm1631
ILMN_3160958	RefSeq	NM_001011758.1	257915	Olfr1016
ILMN_2495367	RefSeq	NM_134224.1	171258	V1ri7
ILMN_2639777	MEEBO	scl000129.1_0	NA	Sphk2
ILMN_2658878	MEEBO	scl47855.47.2_91	NA	Tgn
ILMN_1230409	MEEBO	scl0236784.1_66	NA	Olfr1320
ILMN_2993661	RefSeq	NM_025863.2	66949	Trim59
ILMN_2931384	RefSeq	NM_133807.1	98238	Lrrc59
ILMN_1214753	MEEBO	scl0319411.1_316	NA	1700073K01Rik
ILMN_2684084	MEEBO	scl0319411.1_316	NA	1700073K01Rik
ILMN_3082271	RefSeq	NM_001012624.1	116837	Rims1
ILMN_3123909	RefSeq	NM_001004367.2	319478	Cxxc4
ILMN_3048058	RefSeq	NM_001004367.2	319478	Cxxc4
ILMN_1239380	MEEBO	scl28417.13.1_3	NA	Leprel2
ILMN_2715289	MEEBO	scl36296.9.19_70	NA	Exosc7
ILMN_2443470	RefSeq	NM_178242.2	231861	Zfp469
ILMN_3003152	RefSeq	NM_178242.2	231861	Zfp469
ILMN_2495393	RefSeq	NM_178242.2	231861	Zfp469
ILMN_1214375	RefSeq	NM_133884.1	100210	AI838661
ILMN_1231625	RefSeq	NM_022434.1	64385	Cyp4f14
ILMN_2862316	RefSeq	NM_008159.1	14762	Gpr33
ILMN_2751102	RefSeq	NM_178187.2	319166	Hist1h2ae
ILMN_1224129	MEEBO	scl0105841.13_268	NA	E030003N15Rik
ILMN_3076219	MEEBO	scl23466.19.1_1	NA	Espn
ILMN_2731578	MEEBO	scl23466.19.1_1	NA	Espn
ILMN_2619211	RefSeq	NM_173184.1	212108	Rln3
ILMN_2652608	RefSeq	NM_011461.2	20728	Spic
ILMN_2854004	RefSeq	NM_011461.2	20728	Spic
ILMN_2692853	RefSeq	NM_145472.1	223665	C030006K11Rik
ILMN_2919263	RefSeq	NM_153150.1	13358	Slc25a1
ILMN_2619846	RefSeq	NM_153150.1	13358	Slc25a1
ILMN_1245376	RefSeq	NM_177570.2	194219	4933406A14Rik
ILMN_1215184	RefSeq	NM_175390.2	108950	1700049L16Rik
ILMN_2837447	RefSeq	NM_146013.1	103655	Sec14l4
ILMN_2605013	RefSeq	NM_146013.1	103655	Sec14l4
ILMN_2508745	RefSeq	NM_026752.2	68520	Zfyve21
ILMN_2677157	RefSeq	NM_018787.1	54615	Npff
ILMN_2629856	MEEBO	scl067223.1_25	NA	2810430M08Rik
ILMN_2760399	MEEBO	scl31023.1_644	NA	Omp
ILMN_2776034	MEEBO	scl53420.6.1_113	NA	Gal
ILMN_1244169	RefSeq	NM_009160.1	20390	Sftpd
ILMN_2638491	RefSeq	NM_144539.2	75345	Slamf7
ILMN_2684250	MEEBO	scl34604.13_334	NA	Hhip
ILMN_2590638	MEEBO	scl20316.6_256	NA	Bcl2l11
ILMN_3162445	RefSeq	NM_001014398.1	541610	Trcg1
ILMN_2815450	RefSeq	NR_002861.1	321018	Serpina4-ps1
ILMN_3162658	RefSeq	NM_001009980.1	NA	2410193C02Rik
ILMN_2707645	RefSeq	NM_021375.2	58176	Rhbg
ILMN_2599748	RefSeq	NM_011943.1	26399	Map2k6
ILMN_2623856	RefSeq	NM_011943.1	26399	Map2k6
ILMN_1215521	RefSeq	NM_011943.1	26399	Map2k6
ILMN_2895819	RefSeq	NM_053233.1	113860	V1rc3
ILMN_2429059	RefSeq	NM_020589.1	68910	Zfp467
ILMN_1218368	RefSeq	NM_009753.1	12121	Bicd1
ILMN_2745876	RefSeq	NM_145536.1	228788	BC020535
ILMN_3162439	RefSeq	NM_001011536.1	258168	Olfr566
ILMN_1240038	MEEBO	scl24644.22_251	NA	BC046331
ILMN_2776139	MEEBO	scl37245.7_152	NA	2210010B09Rik
ILMN_3064134	RefSeq	NM_177588.2	208967	Thnsl1
ILMN_2867212	RefSeq	NM_001024702.1	239659	C1ql4
ILMN_1249417	MEEBO	scl068559.1_22	NA	Pdrg1
ILMN_2600463	MEEBO	scl00102103.1_84	NA	Mtus1
ILMN_2714522	RefSeq	NM_146969.1	258971	Olfr1243
ILMN_2939080	RefSeq	NM_025927.2	67036	Mrpl45
ILMN_2668369	RefSeq	NM_025927.2	67036	Mrpl45
ILMN_2933488	RefSeq	NM_001010835.1	276742	Taar7e
ILMN_2498183	MEEBO	scl081014.1_114	NA	V1rd4
ILMN_1227062	MEEBO	scl081014.1_114	NA	V1rd4
ILMN_1240230	RefSeq	NM_031378.1	NA	Mlze
ILMN_2730216	RefSeq	NM_031378.1	NA	Mlze
ILMN_1257797	RefSeq	NM_031378.1	NA	Mlze
ILMN_2784446	RefSeq	NM_011441.2	20671	Sox17
ILMN_2747986	RefSeq	NM_011441.2	20671	Sox17
ILMN_2675765	MEEBO	scl0319974.2_17	NA	2700063G02Rik
ILMN_3052726	MEEBO	scl0319974.2_17	NA	2700063G02Rik
ILMN_1216915	MEEBO	scl0319974.2_17	NA	2700063G02Rik
ILMN_2720930	RefSeq	NM_030749.1	81500	1810057E01Rik
ILMN_1251371	MEEBO	scl0002554.1_3	NA	2010001J22Rik
ILMN_2759088	MEEBO	scl0002554.1_3	NA	2010001J22Rik
ILMN_2661458	RefSeq	NM_013676.1	20924	Supt5h
ILMN_2950441	RefSeq	NM_013676.1	20924	Supt5h
ILMN_1249688	RefSeq	NM_027206.1	69769	Tnfaip8l2
ILMN_2878979	RefSeq	NM_027206.1	69769	Tnfaip8l2
ILMN_1218413	RefSeq	NM_013923.1	30945	Rnf19
ILMN_1241957	MEEBO	scl0219022.1_38	NA	Ttc5
ILMN_2672104	RefSeq	NM_146723.1	258718	Olfr513
ILMN_1217309	MEEBO	scl41294.3_17	NA	Tax1bp3
ILMN_2746086	MEEBO	scl41294.3_17	NA	Tax1bp3
ILMN_2686036	MEEBO	scl41294.3_17	NA	Tax1bp3
ILMN_2706251	RefSeq	NM_028868.1	74322	Cxxc1
ILMN_2620959	RefSeq	NM_028868.1	74322	Cxxc1
ILMN_2898135	RefSeq	NM_028868.1	74322	Cxxc1
ILMN_2588362	MEEBO	scl052276.4_53	NA	Cdca8
ILMN_2503329	MEEBO	scl43698.5.1_13	NA	Zcchc9
ILMN_1237404	MEEBO	scl17622.1.190_1	NA	Bok
ILMN_2772077	MEEBO	scl17622.1.190_1	NA	Bok
ILMN_1240551	RefSeq	NM_011964.1	26439	Psg19
ILMN_2931800	RefSeq	NM_011964.1	26439	Psg19
ILMN_1227375	RefSeq	NM_011964.1	26439	Psg19
ILMN_3154640	RefSeq	NM_133919.3	17355	Aff1
ILMN_2710524	RefSeq	NM_173004.1	269784	Cntn4
ILMN_2968538	RefSeq	NM_173004.1	269784	Cntn4
ILMN_2676515	RefSeq	NM_173004.1	269784	Cntn4
ILMN_2741899	MEEBO	scl20329.42.1_43	NA	Ascc3l1
ILMN_3009243	RefSeq	NM_010090.2	13537	Dusp2
ILMN_1242406	RefSeq	NM_010090.2	13537	Dusp2
ILMN_1245622	RefSeq	NM_021719.1	60363	Cldn15
ILMN_2793817	RefSeq	NM_021719.1	60363	Cldn15
ILMN_2674906	RefSeq	NM_021719.1	60363	Cldn15
ILMN_2458587	RefSeq	NM_178707.2	233410	Zfp592
ILMN_2721603	MEEBO	scl32217.1.1_125	NA	Olfr497
ILMN_2999447	RefSeq	NM_021437.1	58248	1700123O20Rik
ILMN_2597332	RefSeq	NM_021437.1	58248	1700123O20Rik
ILMN_1235857	RefSeq	NM_053112.1	93725	Ear10
ILMN_2600268	MEEBO	scl26896.34.1_29	NA	Akap9
ILMN_2627299	MEEBO	scl26896.34.1_29	NA	Akap9
ILMN_2678495	MEEBO	scl26896.34.1_29	NA	Akap9
ILMN_2627300	MEEBO	scl26896.34.1_29	NA	Akap9
ILMN_3083372	RefSeq	NM_183145.2	212276	Zfp748
ILMN_2637808	MEEBO	scl37235.3.1_1	NA	Icam4
ILMN_1250747	RefSeq	NM_134025.2	103737	Pex12
ILMN_3060369	RefSeq	NM_183355.1	18514	Pbx1
ILMN_3137804	RefSeq	NM_183355.1	18514	Pbx1
ILMN_2976129	RefSeq	NM_023476.1	94242	Tinagl
ILMN_1230020	RefSeq	NM_021355.2	14264	Fmod
ILMN_2999762	RefSeq	NM_021355.2	14264	Fmod
ILMN_2666574	MEEBO	scl069282.2_4	NA	1700001J03Rik
ILMN_1215910	RefSeq	NM_180974.1	14236	Foxn2
ILMN_1215004	MEEBO	scl23999.29_549	NA	Osbpl9
ILMN_2671366	MEEBO	scl067788.3_30	NA	6330577E15Rik
ILMN_2917074	RefSeq	NM_018809.1	19213	Ptf1a
ILMN_2750042	MEEBO	scl067738.10_4	NA	Ppid
ILMN_2800687	RefSeq	NM_021877.2	15460	Hr
ILMN_1220617	RefSeq	NM_021877.2	15460	Hr
ILMN_2683856	RefSeq	NM_027988.1	71893	Noxo1
ILMN_1240610	RefSeq	NM_027988.1	71893	Noxo1
ILMN_1229904	RefSeq	NM_134214.1	171248	V1rh5
ILMN_2682887	MEEBO	scl49363.7_326	NA	Htf9c
ILMN_1221469	RefSeq	NM_198410.1	68957	Paqr6
ILMN_2727184	RefSeq	NM_198410.1	68957	Paqr6
ILMN_2943561	RefSeq	NM_146670.1	258665	Olfr815
ILMN_2838965	RefSeq	NM_024273.1	76916	4930455C21Rik
ILMN_2763674	RefSeq	NM_011936.1	26383	Fto
ILMN_2715270	MEEBO	scl27932.15_438	NA	Slc5a1
ILMN_2622856	RefSeq	NM_173743.2	71898	2310016F22Rik
ILMN_3151642	RefSeq	NM_145136.2	214384	Myocd
ILMN_3072880	RefSeq	NM_145136.2	214384	Myocd
ILMN_2740372	RefSeq	NM_020035.1	56703	Pigo
ILMN_2997002	RefSeq	NM_020035.1	56703	Pigo
ILMN_1229551	RefSeq	NM_020035.1	56703	Pigo
ILMN_3034034	RefSeq	NM_028527.1	73385	1700047I17Rik
ILMN_3107690	RefSeq	NM_028527.1	73385	1700047I17Rik
ILMN_2646606	RefSeq	NM_145838.1	241230	Siat8f
ILMN_2894040	RefSeq	NM_145943.1	208768	BC031781
ILMN_2679477	RefSeq	NM_027891.1	71735	1200011O22Rik
ILMN_1220893	RefSeq	NM_177643.2	226442	Zfp281
ILMN_1219188	RefSeq	NM_008012.1	14187	Akr1b8
ILMN_2601453	RefSeq	NM_175511.2	241303	A130092J06Rik
ILMN_2694917	RefSeq	NM_021788.1	60406	Sap30
ILMN_2643777	MEEBO	scl31585.9.1_1	NA	Dll3
ILMN_1227926	MEEBO	scl25760.31.1_106	NA	Flt1
ILMN_2732721	MEEBO	scl25760.31.1_106	NA	Flt1
ILMN_2868699	RefSeq	NM_011169.3	19116	Prlr
ILMN_2617005	RefSeq	NM_011169.3	19116	Prlr
ILMN_1242620	RefSeq	NM_011169.3	19116	Prlr
ILMN_2823612	RefSeq	NM_015789.2	50722	Dkkl1
ILMN_2752580	RefSeq	NM_015789.2	50722	Dkkl1
ILMN_2627081	RefSeq	NM_015789.2	50722	Dkkl1
ILMN_2636508	MEEBO	scl20156.3.1_46	NA	8030411F24Rik
ILMN_2761008	MEEBO	scl18932.18_286	NA	Gpiap1
ILMN_1247066	MEEBO	scl18932.18_286	NA	Gpiap1
ILMN_3044544	RefSeq	NM_001033417.1	330440	Gm766
ILMN_3119924	RefSeq	NM_001033417.1	330440	Gm766
ILMN_2917497	RefSeq	NM_010189.1	14132	Fcgrt
ILMN_2703529	MEEBO	scl020462.9_41	NA	Sfrs10
ILMN_2623867	RefSeq	NM_172416.2	14628	Ostm1
ILMN_2879858	RefSeq	NM_016979.1	19108	Prkx
ILMN_2594094	RefSeq	NM_016979.1	19108	Prkx
ILMN_1238289	RefSeq	NM_016979.1	19108	Prkx
ILMN_2721520	MEEBO	scl00192157.1_6	NA	Socs7
ILMN_2665994	MEEBO	scl00192157.1_6	NA	Socs7
ILMN_2515285	MEEBO	scl26977.11.1_171	NA	Wasf3
ILMN_2987826	RefSeq	NM_133974.3	109332	Cdcp1
ILMN_2597451	MEEBO	scl39640.3.1_127	NA	1700001P01Rik
ILMN_2734683	RefSeq	NM_008047.2	14314	Fstl1
ILMN_2737374	MEEBO	scl46290.12.1_1	NA	1500001L15Rik
ILMN_2852196	RefSeq	NM_146371.1	258368	Olfr1450
ILMN_2600202	MEEBO	scl39981.11_196	NA	Dhx33
ILMN_2738522	RefSeq	NM_020014.1	14588	Gfra4
ILMN_2695391	RefSeq	NM_153806.1	99480	4930588M11Rik
ILMN_2632770	RefSeq	NM_177850.2	329547	9230105K17Rik
ILMN_2971654	RefSeq	NM_146738.1	258733	Olfr497
ILMN_2604794	MEEBO	scl18252.2_52	NA	Atp5e
ILMN_3089574	RefSeq	NM_001039563.1	546038	EG546038
ILMN_2652022	RefSeq	NM_030082.1	78303	Hist3h2ba
ILMN_1258376	RefSeq	XM_355877.1	NA	Kcnk6
ILMN_2731894	RefSeq	NM_175094.2	27402	Pdhx
ILMN_2599522	MEEBO	scl0002450.1_329	NA	Cyhr1
ILMN_2599521	MEEBO	scl0002450.1_329	NA	Cyhr1
ILMN_2599527	MEEBO	scl0002450.1_329	NA	Cyhr1
ILMN_1239528	RefSeq	XM_159329.2	NA	LOC245536
ILMN_2611857	RefSeq	NM_009387.1	21877	Tk1
ILMN_2605890	RefSeq	NM_009387.1	21877	Tk1
ILMN_2893926	RefSeq	NM_009387.1	21877	Tk1
ILMN_2714855	MEEBO	scl0003463.1_14	NA	Senp6
ILMN_1254100	MEEBO	scl0003463.1_14	NA	Senp6
ILMN_1246846	MEEBO	scl32015.1_200	NA	BC030314
ILMN_2801540	RefSeq	NM_025395.1	66170	Chchd5
ILMN_1253269	MEEBO	scl16080.8.1_118	NA	6430517E21Rik
ILMN_2658919	MEEBO	scl37116.17_570	NA	Robo4
ILMN_1219026	MEEBO	scl37116.17_570	NA	Robo4
ILMN_2838564	RefSeq	NM_001024619.1	244152	Tsku
ILMN_2896416	RefSeq	NM_024207.2	67819	Derl1
ILMN_2732768	RefSeq	NM_024207.2	67819	Derl1
ILMN_1217892	RefSeq	NM_024207.2	67819	Derl1
ILMN_1248603	MEEBO	scl37026.15.1_277	NA	Treh
ILMN_1242415	MEEBO	scl016524.2_2	NA	Kcnj9
ILMN_1226143	RefSeq	NM_019983.2	56715	Rabgef1
ILMN_2855261	RefSeq	NM_026542.1	68066	Slc25a39
ILMN_1227867	RefSeq	NM_014194.1	NA	Klra7
ILMN_2624842	MEEBO	scl24101.9.23_0	NA	Plaa
ILMN_1221702	MEEBO	scl24101.9.23_0	NA	Plaa
ILMN_2596007	RefSeq	NM_028521.1	73373	1700048E23Rik
ILMN_1216279	MEEBO	scl000894.1_2293	NA	Irf6
ILMN_2734263	MEEBO	scl000894.1_2293	NA	Irf6
ILMN_3087004	RefSeq	NM_008264.1	15398	Hoxa13
ILMN_3015589	RefSeq	NM_008264.1	15398	Hoxa13
ILMN_3060943	RefSeq	NM_001040106.1	269774	Aak1
ILMN_2607095	MEEBO	scl18872.1.1_104	NA	Olfr1311
ILMN_2742686	RefSeq	NM_013646.1	19883	Rora
ILMN_1243741	RefSeq	NM_013646.1	19883	Rora
ILMN_2611536	MEEBO	scl19322.82_322	NA	Lrp1b
ILMN_2591569	RefSeq	NM_183191.1	269437	BC042549
ILMN_1254705	RefSeq	NM_025313.1	66043	Atp5d
ILMN_1241915	RefSeq	NM_008714.2	18128	Notch1
ILMN_2603662	RefSeq	NM_172691.1	230088	B230312A22Rik
ILMN_2475363	MEEBO	scl022719.2_7	NA	Zfp61
ILMN_1227451	MEEBO	scl022719.2_7	NA	Zfp61
ILMN_2988275	RefSeq	NM_029404.1	75725	Phf14
ILMN_2597968	RefSeq	NM_027568.1	70831	4733401H21Rik
ILMN_2892280	RefSeq	NM_177750.2	245643	B930041G04
ILMN_2982829	RefSeq	NM_001030289.1	234911	Mmp27
ILMN_1241293	MEEBO	scl49357.1.362_28	NA	Cldn5
ILMN_2673621	RefSeq	NM_178594.2	242122	BC032925
ILMN_2664013	RefSeq	NM_019926.1	17772	Mtm1
ILMN_2595143	RefSeq	NM_019926.1	17772	Mtm1
ILMN_1245710	MEEBO	scl020296.2_11	NA	Ccl2
ILMN_1238305	MEEBO	scl19222.27.1_101	NA	Fap
ILMN_2643326	RefSeq	NM_183259.1	66528	2210020M01Rik
ILMN_2610190	MEEBO	scl3210.1.1_13	NA	1110029E03Rik
ILMN_2710589	MEEBO	scl3210.1.1_13	NA	1110029E03Rik
ILMN_2762528	RefSeq	NM_009759.2	12169	Bmx
ILMN_2857997	RefSeq	NM_009759.2	12169	Bmx
ILMN_2857993	RefSeq	NM_009759.2	12169	Bmx
ILMN_2727359	RefSeq	NM_009759.2	12169	Bmx
ILMN_2696610	MEEBO	scl000296.1_62	NA	Mscp
ILMN_2459899	RefSeq	NM_144899.2	229595	Tsrc1
ILMN_2918875	RefSeq	NM_025540.2	66402	Sln
ILMN_2819380	RefSeq	NM_173421.1	239368	BC030476
ILMN_2597343	RefSeq	NM_173421.1	239368	BC030476
ILMN_1224968	MEEBO	scl53099.7.1_16	NA	Scd3
ILMN_1233351	RefSeq	NM_033039.1	18261	Ocm
ILMN_2828265	RefSeq	NM_213614.1	18951	Septin 5
ILMN_1257244	RefSeq	NM_026609.2	68192	Leprotl1
ILMN_1237317	MEEBO	scl015398.2_0	NA	Hoxa13
ILMN_2858183	RefSeq	NM_001033323.1	235086	Igsf9b
ILMN_2600778	RefSeq	NM_009719.4	11925	Neurog3
ILMN_2866941	RefSeq	NM_001033129.1	52285	D6Ertd474e
ILMN_2693543	MEEBO	scl23675.18_254	NA	Srrm1
ILMN_1254280	RefSeq	NM_008600.2	17339	Mip
ILMN_2434359	RefSeq	NM_009411.2	21984	Tpbpa
ILMN_2759309	RefSeq	NM_030098.1	78416	Rnase6
ILMN_2690551	MEEBO	scl0001678.1_33	NA	Nfkbie
ILMN_1238752	MEEBO	scl0001678.1_33	NA	Nfkbie
ILMN_2927593	RefSeq	NM_146941.1	258943	Olfr353
ILMN_2714397	RefSeq	NM_153088.1	227292	Ctdsp1
ILMN_3130055	RefSeq	NM_153088.1	227292	Ctdsp1
ILMN_1213307	RefSeq	NM_153088.1	227292	Ctdsp1
ILMN_3006611	RefSeq	NM_011945.2	26401	Map3k1
ILMN_1232213	RefSeq	NM_015748.1	20562	Slit1
ILMN_2827036	RefSeq	NM_013630.2	18763	Pkd1
ILMN_3114124	RefSeq	NM_133943.2	101502	Hsd3b7
ILMN_1256550	RefSeq	NM_025809.3	66864	1200003C23Rik
ILMN_2736539	RefSeq	NM_028089.1	72082	Cyp2c55
ILMN_1256989	RefSeq	NM_178210.1	319159	Hist1h4j
ILMN_2927924	RefSeq	NM_026194.2	67490	1810074P20Rik
ILMN_1224227	RefSeq	NM_026194.2	67490	1810074P20Rik
ILMN_1238246	RefSeq	NM_026194.2	67490	1810074P20Rik
ILMN_2637912	RefSeq	NM_147019.1	259021	Olfr1054
ILMN_2972419	RefSeq	NM_177818.2	328505	C130057D23Rik
ILMN_2680102	MEEBO	scl34845.7_126	NA	4933409N07Rik
ILMN_1249994	MEEBO	scl021384.13_152	NA	Tbx15
ILMN_1255254	RefSeq	NM_172702.1	230779	Serinc2
ILMN_2826264	RefSeq	NM_172702.1	230779	Serinc2
ILMN_1216662	RefSeq	NM_008449.2	16574	Kif5c
ILMN_2666582	MEEBO	scl44797.9.1_24	NA	Ninj1
ILMN_1226785	RefSeq	NM_152134.1	26556	Homer1
ILMN_2718149	RefSeq	NM_152134.1	26556	Homer1
ILMN_2631663	RefSeq	NM_145450.2	217887	BC022687
ILMN_2854354	RefSeq	NM_001024617.2	234515	Inpp4b
ILMN_2591354	MEEBO	scl0001109.1_6	NA	Cecr5
ILMN_2750321	MEEBO	scl0001109.1_6	NA	Cecr5
ILMN_1257102	MEEBO	scl0001109.1_6	NA	Cecr5
ILMN_3102277	RefSeq	NM_001037129.1	18198	Musk
ILMN_2865448	RefSeq	NM_013591.1	17123	Madcam1
ILMN_2862026	RefSeq	NM_001033185.1	78465	1700084C01Rik
ILMN_2949449	RefSeq	NM_207230.1	216783	Olfr320
ILMN_2727722	MEEBO	scl18786.19.1_250	NA	4732472I07Rik
ILMN_2984862	RefSeq	NM_010974.1	406175	Olfr242
ILMN_3161775	RefSeq	NM_175490.3	237716	Gpr75
ILMN_2608574	RefSeq	NM_026795.1	68634	1110025I09Rik
ILMN_2764865	RefSeq	NM_025909.1	67013	2010001O09Rik
ILMN_2753127	RefSeq	NM_146623.1	258616	Olfr357
ILMN_2637484	RefSeq	NM_194064.1	378430	Nanos2
ILMN_2664219	MEEBO	scl45422.14.326_16	NA	F830020C16Rik
ILMN_2830783	RefSeq	NM_147073.1	18332	Olfr33
ILMN_2757105	RefSeq	NM_147073.1	18332	Olfr33
ILMN_2643933	RefSeq	NM_172618.1	224671	Btbd9
ILMN_2767764	RefSeq	NM_022329.2	64164	Ifrg15
ILMN_2610861	RefSeq	NM_009680.2	11774	Ap3b1
ILMN_1236150	RefSeq	NM_009680.2	11774	Ap3b1
ILMN_2836855	RefSeq	NM_001033251.1	213439	Gpr174
ILMN_2856391	RefSeq	NM_013544.2	14985	H2-M10.1
ILMN_2730154	RefSeq	NM_013544.2	14985	H2-M10.1
ILMN_2651190	RefSeq	NM_019650.2	56494	Gosr2
ILMN_2600339	RefSeq	NM_019650.2	56494	Gosr2
ILMN_1224380	RefSeq	NM_019650.2	56494	Gosr2
ILMN_2815107	RefSeq	NM_019650.2	56494	Gosr2
ILMN_1233931	MEEBO	scl0022791.1_165	NA	Dnajc2
ILMN_2683044	MEEBO	scl0022791.1_165	NA	Dnajc2
ILMN_2589865	RefSeq	NM_007642.2	12487	Cd28
ILMN_2589871	RefSeq	NM_007642.2	12487	Cd28
ILMN_2591361	RefSeq	NM_007642.2	12487	Cd28
ILMN_2660175	MEEBO	scl23523.7.1_20	NA	Fbxo6b
ILMN_2593049	MEEBO	scl0002990.1_657	NA	Mbtps2
ILMN_2591414	RefSeq	NM_025816.1	52440	Tax1bp1
ILMN_1242556	MEEBO	scl17043.4_19	NA	3322402L07Rik
ILMN_1247947	RefSeq	NM_021507.4	59010	Sqrdl
ILMN_2710312	MEEBO	scl44736.3.1_23	NA	2610524G07Rik
ILMN_3161892	RefSeq	NM_001039220.1	621080	AI429214
ILMN_3007971	RefSeq	NM_001033411.1	329554	Gm826
ILMN_1225331	MEEBO	scl32212.1.1_45	NA	Olfr510
ILMN_2697944	RefSeq	NM_173784.3	327900	Ubtd2
ILMN_2669259	RefSeq	NM_173784.3	327900	Ubtd2
ILMN_2822552	RefSeq	NM_173784.3	327900	Ubtd2
ILMN_1221494	RefSeq	NM_173784.3	327900	Ubtd2
ILMN_2923874	RefSeq	NM_001080945.1	634428	LOC634428
ILMN_2590828	MEEBO	scl0258730.1_57	NA	Olfr483
ILMN_2703321	MEEBO	scl17781.7.1_157	NA	D1Ertd161e
ILMN_1259463	MEEBO	scl17781.7.1_157	NA	D1Ertd161e
ILMN_3159435	RefSeq	NM_183151.1	17318	Mid1
ILMN_3080065	RefSeq	NM_183151.1	17318	Mid1
ILMN_1221750	RefSeq	NM_008506.2	16918	Lmyc1
ILMN_2751120	RefSeq	NM_020258.2	56857	Slc37a2
ILMN_1217077	RefSeq	NM_010953.1	18256	Oc90
ILMN_2817797	RefSeq	NM_145099.1	246788	Trpv3
ILMN_2924781	RefSeq	NR_002854.1	111970	Dlx1as
ILMN_2915716	RefSeq	NM_029554.2	76261	0610040J01Rik
ILMN_2647594	RefSeq	NM_184052.1	16000	Igf1
ILMN_2493371	MEEBO	scl20079.17.1_88	NA	U46068
ILMN_2856646	RefSeq	NM_021392.2	11781	Ap4m1
ILMN_2599667	RefSeq	NM_021392.2	11781	Ap4m1
ILMN_2692762	RefSeq	NM_021392.2	11781	Ap4m1
ILMN_2729197	RefSeq	NM_010430.1	15248	Hic1
ILMN_2751247	RefSeq	NM_026615.2	68205	2900073H19Rik
ILMN_2624703	RefSeq	NM_026896.1	68975	Crsp8
ILMN_2604501	RefSeq	NM_175526.1	243653	Clec1a
ILMN_2732090	RefSeq	NM_175526.1	243653	Clec1a
ILMN_2801601	RefSeq	NM_175526.1	243653	Clec1a
ILMN_2703231	RefSeq	NM_175526.1	243653	Clec1a
ILMN_2680601	RefSeq	NM_181323.2	231293	C130090K23Rik
ILMN_1251558	RefSeq	NM_011872.2	23993	Klk7
ILMN_2939022	RefSeq	NM_030229.2	78929	Polr3h
ILMN_2654466	RefSeq	NM_030229.2	78929	Polr3h
ILMN_1218993	RefSeq	NM_030229.2	78929	Polr3h
ILMN_1252335	RefSeq	NM_018743.2	102247	Agpat6
ILMN_2918402	RefSeq	NM_018743.2	102247	Agpat6
ILMN_3124601	RefSeq	NM_001033263.1	216439	Centg1
ILMN_3048728	RefSeq	NM_001033263.1	216439	Centg1
ILMN_2755833	RefSeq	NM_146052.2	218763	Lrrc3b
ILMN_2589677	MEEBO	scl36222.2.1_1	NA	4932416A15
ILMN_1256542	RefSeq	NM_146608.1	258601	Olfr984
ILMN_2965417	RefSeq	NR_002702.1	108176	Npm3-ps1
ILMN_2650915	RefSeq	NM_172132.1	193796	Jmjd2b
ILMN_1246667	RefSeq	NM_172132.1	193796	Jmjd2b
ILMN_2990420	RefSeq	NM_172132.1	193796	Jmjd2b
ILMN_2922899	RefSeq	NM_177568.2	18796	Plcb2
ILMN_2651772	MEEBO	scl46695.7.50_23	NA	Krt2-1
ILMN_1240864	MEEBO	scl43337.5_334	NA	Tyki
ILMN_2594355	MEEBO	scl26509.12_48	NA	Gabra2
ILMN_2541562	RefSeq	XM_358706.1	NA	LOC382098
ILMN_2660551	RefSeq	NM_010689.2	16797	Lat
ILMN_2987487	RefSeq	NM_001025606.1	380863	Tmem171
ILMN_2734212	RefSeq	NM_007639.1	12479	Cd1d1
ILMN_2792485	RefSeq	NM_144839.1	218793	Ube2e2
ILMN_2435025	RefSeq	NM_145420.1	216080	Ube2d1
ILMN_3075168	RefSeq	NM_011791.2	23808	Ash2l
ILMN_3154222	RefSeq	NM_011791.2	23808	Ash2l
ILMN_3123970	RefSeq	NM_001077712.1	20843	Stag2
ILMN_2986309	RefSeq	NM_011189.1	19186	Psme1
ILMN_2671204	RefSeq	NM_011189.1	19186	Psme1
ILMN_2760840	RefSeq	NM_146154.1	100336	Ppp1r8
ILMN_1224223	RefSeq	NM_178388.2	73893	4930425N13Rik
ILMN_1245673	RefSeq	NM_144534.1	74166	1110001E17Rik
